    1000 3613.171
    2000 7471.203
    3000 12077.823
    4000 15825.450
    5000 20131.618
    6000 25091.825
    7000 27719.759
    8000 34168.245
    9000 39558.700
   10000 43781.450
   11000 46772.210
   12000 49503.097
   13000 53126.138
   14000 52257.416
   15000 57753.582
   16000 60790.942
   17000 70820.856
   18000 78138.981
   19000 80149.473
   20000 78691.848
   21000 80982.273
   22000 97064.009
   23000 71843.214
   24000 99776.898
   25000 101485.174
   26000 80303.758
   27000 110455.457
   28000 125915.473
   29000 96448.590
   30000 104735.469
   31000 106470.090
   32000 123563.389
   33000 159493.842
   34000 139063.806
   35000 80177.418
   36000 104828.081
   37000 110410.947
   38000 147602.185
   39000 154659.612
   40000 154091.829
   41000 115775.907
   42000 155508.374
   43000 172391.346
   44000 140027.381
   45000 162480.949
   46000 156607.925
   47000 181371.468
   48000 163672.622
   49000 169097.599
   50000 195597.068
   51000 196927.763
   52000 132032.930
   53000 164098.050
   54000 156013.100
   55000 167742.160
   56000 155554.004
   57000 185074.677
   58000 146549.397
   59000 155328.546
   60000 190535.255
   61000 187232.828
   62000 145058.670
   63000 229685.284
   64000 202552.611
   65000 255393.643
   66000 323867.633
   67000 297861.308
   68000 249532.651
   69000 203823.473
   70000 185111.455
   71000 224458.166
   72000 256203.914
   73000 258795.994
   74000 225542.849
   75000 247556.131
   76000 241229.838
   77000 224866.185
   78000 202910.359
   79000 211860.845
   80000 204592.260
   81000 199626.224
   82000 226092.107
   83000 282568.674
   84000 366988.296
   85000 367910.833
   86000 400187.983
   87000 363694.429
   88000 410165.841
   89000 463514.262
   90000 480499.470
   91000 381715.489
   92000 399761.815
   93000 332388.731
   94000 410241.442
   95000 397214.186
   96000 311137.224
   97000 321649.215
   98000 356464.167
   99000 345725.542
  100000 381149.092
  101000 403596.678
  102000 392140.002
  103000 352879.194
  104000 256856.586
  105000 234864.057
  106000 310947.601
  107000 380307.365
  108000 384487.898
  109000 427755.089
  110000 423283.068
  111000 381740.021
  112000 371395.529
  113000 438167.716
  114000 443241.212
  115000 404478.050
  116000 421832.955
  117000 426217.403
  118000 360475.596
  119000 467786.515
  120000 426556.788
  121000 359822.823
  122000 336276.609
  123000 393297.915
  124000 413028.596
  125000 437459.933
  126000 722575.248
  127000 655226.075
  128000 671998.521
  129000 677596.168
  130000 783902.094
  131000 764812.274
  132000 889977.447
  133000 800820.783
  134000 753876.710
  135000 685735.221
  136000 666767.691
  137000 687009.002
  138000 629748.292
  139000 586795.509
