100 -159.863
200 321.024
300 7.527
400 5.660
500 383.797
600 -184.794
700 49.187
800 -199.177
900 77.502
1000 20.886
1100 -145.124
1200 109.275
1300 -147.430
1400 67.478
1500 133.905
1600 227.431
1700 33.484
1800 248.409
1900 44.199
2000 -176.680
2100 179.124
2200 151.928
2300 37.768
2400 -0.575
2500 -59.510
2600 146.469
2700 -95.933
2800 365.961
2900 132.805
3000 271.106
3100 18.055
3200 206.149
3300 169.196
3400 -225.379
3500 -365.397
3600 173.644
3700 97.142
3800 224.466
3900 -286.018
4000 -253.896
4100 363.849
4200 122.053
4300 19.485
4400 115.212
4500 264.577
4600 -137.794
4700 94.490
4800 -76.663
4900 61.240
5000 333.914
5100 28.395
5200 -36.843
5300 -4.752
5400 130.230
5500 149.983
5600 263.014
5700 81.184
5800 -158.377
5900 257.944
6000 39.400
6100 53.571
6200 176.756
6300 -235.979
6400 -88.506
6500 88.946
6600 57.152
6700 123.043
6800 -78.097
6900 -164.900
7000 -118.897
7100 46.327
7200 166.176
7300 -198.077
7400 63.051
7500 333.652
7600 -68.471
7700 -104.324
7800 330.843
7900 179.444
8000 -79.693
8100 76.178
8200 114.556
8300 -64.919
8400 -120.354
8500 -314.857
8600 -12.737
8700 66.434
8800 153.460
8900 357.280
9000 56.614
9100 191.557
9200 6.877
9300 -30.083
9400 137.402
9500 -228.096
9600 -21.769
9700 147.579
9800 48.821
9900 -168.830
10000 68.864
10100 188.011
10200 31.144
10300 149.045
10400 192.270
10500 28.203
10600 -35.106
10700 334.033
10800 315.945
10900 64.023
11000 219.514
11100 59.020
11200 -96.363
11300 -247.899
11400 -138.776
11500 -181.125
11600 77.251
11700 117.466
11800 137.917
11900 -61.488
12000 340.867
12100 192.166
12200 181.655
12300 -63.219
12400 -27.847
12500 253.307
12600 -9.134
12700 246.858
12800 -1.400
12900 211.655
13000 233.384
13100 -126.584
13200 -18.424
13300 156.431
13400 95.374
13500 29.175
13600 10.079
13700 41.536
13800 321.112
13900 17.048
14000 58.289
14100 216.793
14200 -50.541
14300 -41.280
14400 213.901
14500 -118.250
14600 62.445
14700 226.965
14800 -289.542
14900 74.193
15000 -155.353
15100 261.583
15200 -135.782
15300 -111.194
15400 92.577
15500 86.407
15600 340.827
15700 -85.026
15800 -82.399
15900 -275.262
16000 173.861
16100 330.992
16200 -81.658
16300 92.855
16400 209.010
16500 383.340
16600 -6.430
16700 92.215
16800 -52.491
16900 101.328
17000 72.710
17100 342.787
17200 175.199
17300 -5.527
17400 216.503
17500 109.287
17600 296.060
17700 -268.337
17800 -196.206
17900 211.259
18000 -209.852
18100 -14.462
18200 155.210
18300 -60.129
18400 113.187
18500 78.950
18600 213.757
18700 260.359
18800 -165.665
18900 38.497
19000 -47.087
19100 300.453
19200 67.999
19300 201.405
19400 503.995
19500 272.029
19600 51.414
19700 -35.089
19800 50.796
19900 161.748
20000 31.926
20100 72.802
20200 189.603
20300 361.724
20400 -220.235
20500 -51.753
20600 55.919
20700 339.964
20800 -69.915
20900 -41.116
21000 -45.412
21100 -2.413
21200 123.506
21300 -17.432
21400 -192.636
21500 -372.147
21600 83.264
21700 239.792
21800 -18.015
21900 15.262
22000 220.847
22100 223.557
22200 71.405
22300 -161.218
22400 -123.177
22500 118.380
22600 360.649
22700 252.914
22800 -27.114
22900 359.956
23000 78.090
23100 225.042
23200 189.523
23300 44.032
23400 322.865
23500 -91.541
23600 250.757
23700 411.388
23800 -129.572
23900 313.751
24000 82.058
24100 -167.037
24200 1.255
24300 75.610
24400 -293.876
24500 71.234
24600 122.058
24700 27.519
24800 -33.651
24900 -259.682
25000 152.241
25100 -96.564
25200 13.781
25300 -83.824
25400 249.925
25500 327.467
25600 -94.418
25700 81.476
25800 -188.175
25900 326.638
26000 -43.160
26100 -50.074
26200 -43.791
26300 -155.304
26400 -131.814
26500 -167.608
26600 181.173
26700 156.995
26800 -235.576
26900 -71.090
27000 183.077
27100 204.847
27200 14.513
27300 -113.025
27400 -10.510
27500 18.859
27600 -145.809
27700 -33.733
27800 340.065
27900 -6.885
28000 -60.586
28100 275.763
28200 16.593
28300 128.880
28400 -161.549
28500 266.305
28600 339.766
28700 -56.718
28800 -176.619
28900 119.505
29000 -20.037
29100 307.941
29200 -89.222
29300 -19.338
29400 269.126
29500 -236.764
29600 73.319
29700 269.265
29800 -35.299
29900 -128.646
30000 124.283
30100 9.754
30200 -44.130
30300 -22.169
30400 15.576
30500 128.835
30600 -196.439
30700 -25.363
30800 -165.797
30900 56.717
31000 254.981
31100 86.749
31200 93.751
31300 230.672
31400 -194.380
31500 -28.685
31600 152.810
31700 237.565
31800 -31.090
31900 130.672
32000 120.094
32100 -31.779
32200 -15.783
32300 266.320
32400 -7.362
32500 -182.750
32600 -117.376
32700 -180.702
32800 -67.626
32900 14.981
33000 90.032
33100 -210.000
33200 -493.967
33300 320.986
33400 256.422
33500 -30.658
33600 -225.684
33700 6.663
33800 7.844
33900 231.655
34000 58.505
34100 35.715
34200 74.451
34300 -139.103
34400 -257.707
34500 -32.851
34600 95.526
34700 135.292
34800 58.688
34900 68.565
35000 484.885
35100 293.976
35200 -281.890
35300 -61.518
35400 -140.891
35500 -2.994
35600 -109.825
35700 -77.598
35800 -187.316
35900 -63.256
36000 199.642
36100 300.353
36200 -119.834
36300 -204.041
36400 90.436
36500 -33.044
36600 -30.547
36700 68.313
36800 -81.293
36900 -46.252
37000 404.138
37100 289.134
